timestamp,node,status_code,latency_ms,error
1766927959.1950283,http://localhost:8002,,1.0950565338134766,"HTTPConnectionPool(host='localhost', port=8002): Max retries exceeded with url: /work (Caused by NewConnectionError(""HTTPConnection(host='localhost', port=8002): Failed to establish a new connection: [Errno 111] Connection refused""))"
1766927959.2151244,http://localhost:8002,,0.7309913635253906,"HTTPConnectionPool(host='localhost', port=8002): Max retries exceeded with url: /work (Caused by NewConnectionError(""HTTPConnection(host='localhost', port=8002): Failed to establish a new connection: [Errno 111] Connection refused""))"
1766927959.2352004,http://localhost:8002,,1.0404586791992188,"HTTPConnectionPool(host='localhost', port=8002): Max retries exceeded with url: /work (Caused by NewConnectionError(""HTTPConnection(host='localhost', port=8002): Failed to establish a new connection: [Errno 111] Connection refused""))"
1766927959.2552986,http://localhost:8003,,2.422809600830078,"HTTPConnectionPool(host='localhost', port=8003): Max retries exceeded with url: /work (Caused by NewConnectionError(""HTTPConnection(host='localhost', port=8003): Failed to establish a new connection: [Errno 111] Connection refused""))"
1766927959.2755895,http://localhost:8003,,3.9937496185302734,"HTTPConnectionPool(host='localhost', port=8003): Max retries exceeded with url: /work (Caused by NewConnectionError(""HTTPConnection(host='localhost', port=8003): Failed to establish a new connection: [Errno 111] Connection refused""))"
1766927959.295755,http://localhost:8002,,4.889488220214844,"HTTPConnectionPool(host='localhost', port=8002): Max retries exceeded with url: /work (Caused by NewConnectionError(""HTTPConnection(host='localhost', port=8002): Failed to establish a new connection: [Errno 111] Connection refused""))"
1766927959.3160062,http://localhost:8002,,3.953218460083008,"HTTPConnectionPool(host='localhost', port=8002): Max retries exceeded with url: /work (Caused by NewConnectionError(""HTTPConnection(host='localhost', port=8002): Failed to establish a new connection: [Errno 111] Connection refused""))"
1766927959.3362606,http://localhost:8003,,2.857685089111328,"HTTPConnectionPool(host='localhost', port=8003): Max retries exceeded with url: /work (Caused by NewConnectionError(""HTTPConnection(host='localhost', port=8003): Failed to establish a new connection: [Errno 111] Connection refused""))"
1766927959.3563857,http://localhost:8003,,3.593921661376953,"HTTPConnectionPool(host='localhost', port=8003): Max retries exceeded with url: /work (Caused by NewConnectionError(""HTTPConnection(host='localhost', port=8003): Failed to establish a new connection: [Errno 111] Connection refused""))"
1766927959.3765132,http://localhost:8003,,3.474712371826172,"HTTPConnectionPool(host='localhost', port=8003): Max retries exceeded with url: /work (Caused by NewConnectionError(""HTTPConnection(host='localhost', port=8003): Failed to establish a new connection: [Errno 111] Connection refused""))"
1766927959.3966281,http://localhost:8001,,3.328561782836914,"HTTPConnectionPool(host='localhost', port=8001): Max retries exceeded with url: /work (Caused by NewConnectionError(""HTTPConnection(host='localhost', port=8001): Failed to establish a new connection: [Errno 111] Connection refused""))"
1766927959.4167562,http://localhost:8001,,4.82940673828125,"HTTPConnectionPool(host='localhost', port=8001): Max retries exceeded with url: /work (Caused by NewConnectionError(""HTTPConnection(host='localhost', port=8001): Failed to establish a new connection: [Errno 111] Connection refused""))"
1766927959.4368618,http://localhost:8003,,3.339529037475586,"HTTPConnectionPool(host='localhost', port=8003): Max retries exceeded with url: /work (Caused by NewConnectionError(""HTTPConnection(host='localhost', port=8003): Failed to establish a new connection: [Errno 111] Connection refused""))"
1766927959.4569795,http://localhost:8002,,3.156423568725586,"HTTPConnectionPool(host='localhost', port=8002): Max retries exceeded with url: /work (Caused by NewConnectionError(""HTTPConnection(host='localhost', port=8002): Failed to establish a new connection: [Errno 111] Connection refused""))"
1766927959.477126,http://localhost:8002,,3.459930419921875,"HTTPConnectionPool(host='localhost', port=8002): Max retries exceeded with url: /work (Caused by NewConnectionError(""HTTPConnection(host='localhost', port=8002): Failed to establish a new connection: [Errno 111] Connection refused""))"
1766927959.4972434,http://localhost:8001,,3.1883716583251953,"HTTPConnectionPool(host='localhost', port=8001): Max retries exceeded with url: /work (Caused by NewConnectionError(""HTTPConnection(host='localhost', port=8001): Failed to establish a new connection: [Errno 111] Connection refused""))"
1766927959.5173502,http://localhost:8002,,3.091573715209961,"HTTPConnectionPool(host='localhost', port=8002): Max retries exceeded with url: /work (Caused by NewConnectionError(""HTTPConnection(host='localhost', port=8002): Failed to establish a new connection: [Errno 111] Connection refused""))"
1766927959.5375886,http://localhost:8002,,5.420684814453125,"HTTPConnectionPool(host='localhost', port=8002): Max retries exceeded with url: /work (Caused by NewConnectionError(""HTTPConnection(host='localhost', port=8002): Failed to establish a new connection: [Errno 111] Connection refused""))"
1766927959.5578227,http://localhost:8001,,0.5481243133544922,"HTTPConnectionPool(host='localhost', port=8001): Max retries exceeded with url: /work (Caused by NewConnectionError(""HTTPConnection(host='localhost', port=8001): Failed to establish a new connection: [Errno 111] Connection refused""))"
